Payment ID,Invoice No,Payment Date,Amount Paid
PAY000525,INV01495,30/1/2024 0:00,6065.92
PAY000526,INV00054,1/2/2024 0:00,3474.78
PAY000527,INV00897,1/2/2024 0:00,23757.19
PAY000528,INV01368,1/2/2024 0:00,5097.32
PAY000529,INV01378,1/2/2024 0:00,5300.87
PAY000530,INV01049,1/2/2024 0:00,16367
PAY000531,INV00200,2/2/2024 0:00,13252
PAY000532,INV00305,3/2/2024 0:00,2310.5
PAY000533,INV00461,3/2/2024 0:00,1245.06
PAY000534,INV00540,3/2/2024 0:00,6378.41
PAY000535,INV00116,4/2/2024 0:00,1248.67
PAY000536,INV00839,5/2/2024 0:00,297.57
PAY000537,INV00351,6/2/2024 0:00,9845.4
PAY000538,INV01294,6/2/2024 0:00,4018.33
PAY000539,INV01372,6/2/2024 0:00,9399.76
PAY000540,INV00665,7/2/2024 0:00,473.4
PAY000541,INV00810,7/2/2024 0:00,560.83
PAY000542,INV01382,7/2/2024 0:00,13279
PAY000543,INV00067,8/2/2024 0:00,1910.2
PAY000544,INV00241,8/2/2024 0:00,6049.78
PAY000545,INV00372,8/2/2024 0:00,10131.05
PAY000546,INV00723,12/2/2024 0:00,2552.41
PAY000547,INV00097,12/2/2024 0:00,1111.81
PAY000548,INV01370,12/2/2024 0:00,11125.51
PAY000549,INV00976,13/2/2024 0:00,8204.89
PAY000550,INV01244,13/2/2024 0:00,11701.25
PAY000551,INV00734,13/2/2024 0:00,2464.58
PAY000552,INV00791,13/2/2024 0:00,13389
PAY000553,INV01244,14/2/2024 0:00,11701.24
PAY000554,INV00237,15/2/2024 0:00,866.78
PAY000555,INV01192,15/2/2024 0:00,6590.82
PAY000556,INV00022,15/2/2024 0:00,14693.2
PAY000557,INV00014,16/2/2024 0:00,4270.85
PAY000558,INV00047,16/2/2024 0:00,15000.15
PAY000559,INV00940,16/2/2024 0:00,6027.71
PAY000560,INV00121,17/2/2024 0:00,14620.11
PAY000561,INV00810,17/2/2024 0:00,560.83
PAY000562,INV00096,19/2/2024 0:00,4436.65
PAY000563,INV00325,19/2/2024 0:00,4087.69
PAY000564,INV00536,20/2/2024 0:00,867.61
PAY000565,INV01120,20/2/2024 0:00,4625.6
PAY000566,INV00713,21/2/2024 0:00,14032.97
PAY000567,INV00383,22/2/2024 0:00,2314.18
PAY000568,INV00529,22/2/2024 0:00,11152
PAY000569,INV01342,23/2/2024 0:00,661.09
PAY000570,INV00374,23/2/2024 0:00,906.52
PAY000571,INV00188,25/2/2024 0:00,10429.12
PAY000572,INV01202,25/2/2024 0:00,10281.15
PAY000573,INV01240,26/2/2024 0:00,10710.8
PAY000574,INV00694,28/2/2024 0:00,8497.36
PAY000575,INV00627,1/3/2024 0:00,11354.33
PAY000576,INV00497,2/3/2024 0:00,17009.05
PAY000577,INV00723,2/3/2024 0:00,2552.42
PAY000578,INV00206,3/3/2024 0:00,14381.83
PAY000579,INV00990,5/3/2024 0:00,7536.92
PAY000580,INV00700,6/3/2024 0:00,17915.15
PAY000581,INV00607,7/3/2024 0:00,3191.27
PAY000582,INV00712,7/3/2024 0:00,1934.85
PAY000583,INV00164,7/3/2024 0:00,12038.53
PAY000584,INV00731,7/3/2024 0:00,13641
PAY000585,INV00387,8/3/2024 0:00,870.13
PAY000586,INV00394,9/3/2024 0:00,9895.3
PAY000587,INV00660,9/3/2024 0:00,3533.34
PAY000588,INV00379,9/3/2024 0:00,1080.84
PAY000589,INV01342,10/3/2024 0:00,661.09
PAY000590,INV01029,12/3/2024 0:00,670.81
PAY000591,INV01323,12/3/2024 0:00,9976.78
PAY000592,INV00568,12/3/2024 0:00,13283
PAY000593,INV00485,13/3/2024 0:00,15747
PAY000594,INV00387,14/3/2024 0:00,870.12
PAY000595,INV00513,14/3/2024 0:00,732.31
PAY000596,INV00017,16/3/2024 0:00,1793.52
PAY000597,INV00943,16/3/2024 0:00,3497.01
PAY000598,INV00597,16/3/2024 0:00,8215.5
PAY000599,INV00041,17/3/2024 0:00,2419.11
PAY000600,INV01010,18/3/2024 0:00,3966.47
PAY000601,INV00067,19/3/2024 0:00,1910.2
PAY000602,INV00215,19/3/2024 0:00,14633.01
PAY000603,INV01329,21/3/2024 0:00,324.08
PAY000604,INV01421,21/3/2024 0:00,1108.77
PAY000605,INV00787,21/3/2024 0:00,14504.39
PAY000606,INV00614,23/3/2024 0:00,11995.28
PAY000607,INV00839,24/3/2024 0:00,297.57
PAY000608,INV00871,24/3/2024 0:00,6004.11
PAY000609,INV00130,25/3/2024 0:00,17123.25
PAY000610,INV00616,25/3/2024 0:00,14673.07
PAY000611,INV00447,25/3/2024 0:00,7783.54
PAY000612,INV01376,27/3/2024 0:00,4667.47
PAY000613,INV01484,27/3/2024 0:00,12471.4
PAY000614,INV01136,27/3/2024 0:00,5294.96
PAY000615,INV00236,28/3/2024 0:00,2253.55
PAY000616,INV00337,28/3/2024 0:00,14539.53
PAY000617,INV00479,29/3/2024 0:00,16198
PAY000618,INV00090,29/3/2024 0:00,12781.25
PAY000619,INV00941,30/3/2024 0:00,2739.84
PAY000620,INV00973,30/3/2024 0:00,3865.37
PAY000621,INV00647,30/3/2024 0:00,14040
PAY000622,INV01154,31/3/2024 0:00,126.39
PAY000623,INV01224,31/3/2024 0:00,8349.83
PAY000624,INV00026,31/3/2024 0:00,10039
PAY000625,INV00553,31/3/2024 0:00,16599
PAY000626,INV00423,1/4/2024 0:00,3141.78
PAY000627,INV01178,1/4/2024 0:00,11075
PAY000628,INV00313,2/4/2024 0:00,11105.72
PAY000629,INV01378,2/4/2024 0:00,5300.87
PAY000630,INV01487,2/4/2024 0:00,5315.7
PAY000631,INV00100,3/4/2024 0:00,857.78
PAY000632,INV00242,3/4/2024 0:00,15542.27
PAY000633,INV01194,3/4/2024 0:00,12403.66
PAY000634,INV00875,3/4/2024 0:00,4931.85
PAY000635,INV00945,3/4/2024 0:00,13273.74
PAY000636,INV00986,4/4/2024 0:00,4284.28
PAY000637,INV01358,4/4/2024 0:00,11510.3
PAY000638,INV00538,5/4/2024 0:00,1829.2
PAY000639,INV01269,5/4/2024 0:00,15290
PAY000640,INV00341,6/4/2024 0:00,492.22
PAY000641,INV01431,7/4/2024 0:00,2679.55
PAY000642,INV00383,8/4/2024 0:00,2314.18
PAY000643,INV00607,8/4/2024 0:00,3191.27
PAY000644,INV00666,8/4/2024 0:00,14977
PAY000645,INV00585,9/4/2024 0:00,6868.67
PAY000646,INV01487,9/4/2024 0:00,5315.69
PAY000647,INV01125,9/4/2024 0:00,12885.26
PAY000648,INV01420,11/4/2024 0:00,12850
PAY000649,INV00628,12/4/2024 0:00,11519
PAY000650,INV01479,14/4/2024 0:00,5340.12
PAY000651,INV01104,15/4/2024 0:00,5554.08
PAY000652,INV01298,15/4/2024 0:00,20452.41
PAY000653,INV00914,15/4/2024 0:00,18685.65
PAY000654,INV00453,16/4/2024 0:00,8495.38
PAY000655,INV00534,16/4/2024 0:00,8381.85
PAY000656,INV00983,16/4/2024 0:00,5866.85
PAY000657,INV01316,16/4/2024 0:00,6470.56
PAY000658,INV01431,16/4/2024 0:00,2679.55
PAY000659,INV01029,17/4/2024 0:00,670.81
PAY000660,INV01223,17/4/2024 0:00,7802.62
PAY000661,INV01261,17/4/2024 0:00,4078.9
PAY000662,INV01421,17/4/2024 0:00,1108.78
PAY000663,INV01339,17/4/2024 0:00,15577
PAY000664,INV00170,18/4/2024 0:00,5131.62
PAY000665,INV00301,18/4/2024 0:00,542.74
PAY000666,INV00727,18/4/2024 0:00,11102.9
PAY000667,INV00859,18/4/2024 0:00,13794
PAY000668,INV00298,18/4/2024 0:00,2217.65
PAY000669,INV01274,18/4/2024 0:00,10109.34
PAY000670,INV01113,20/4/2024 0:00,11705
PAY000671,INV00702,21/4/2024 0:00,9147.53
PAY000672,INV00701,21/4/2024 0:00,4210.09
PAY000673,INV01252,24/4/2024 0:00,2534.09
PAY000674,INV01490,24/4/2024 0:00,18271
PAY000675,INV00584,25/4/2024 0:00,815.99
PAY000676,INV01389,25/4/2024 0:00,10200
PAY000677,INV00513,26/4/2024 0:00,732.31
PAY000678,INV00538,27/4/2024 0:00,1829.2
PAY000679,INV00827,27/4/2024 0:00,2331.12
PAY000680,INV00114,28/4/2024 0:00,14361.65
PAY000681,INV00747,29/4/2024 0:00,10432.86
PAY000682,INV00376,30/4/2024 0:00,7630
PAY000683,INV00665,30/4/2024 0:00,473.4
PAY000684,INV01032,30/4/2024 0:00,9570.69
PAY000685,INV00154,30/4/2024 0:00,12289
PAY000686,INV01308,1/5/2024 0:00,20687.94
PAY000687,INV01259,1/5/2024 0:00,18944
PAY000688,INV00519,1/5/2024 0:00,10400
PAY000689,INV00570,2/5/2024 0:00,1898.56
PAY000690,INV00500,2/5/2024 0:00,15014
PAY000691,INV00706,2/5/2024 0:00,8783.07
PAY000692,INV00106,2/5/2024 0:00,9803.91
PAY000693,INV00573,3/5/2024 0:00,5750.18
PAY000694,INV00983,4/5/2024 0:00,5866.85
PAY000695,INV00774,4/5/2024 0:00,9151.02
PAY000696,INV00526,5/5/2024 0:00,624.79
PAY000697,INV01236,6/5/2024 0:00,5977.12
PAY000698,INV01277,7/5/2024 0:00,4801.53
PAY000699,INV00779,7/5/2024 0:00,19717.93
PAY000700,INV00198,7/5/2024 0:00,3356.29
PAY000701,INV00717,8/5/2024 0:00,4482.14
PAY000702,INV00775,9/5/2024 0:00,10237
PAY000703,INV00008,10/5/2024 0:00,3141.98
PAY000704,INV00301,10/5/2024 0:00,542.74
PAY000705,INV01010,10/5/2024 0:00,3966.48
PAY000706,INV01306,10/5/2024 0:00,17553.96
PAY000707,INV00827,11/5/2024 0:00,2331.11
PAY000708,INV01294,11/5/2024 0:00,4018.33
PAY000709,INV00390,11/5/2024 0:00,10125.93
PAY000710,INV00852,14/5/2024 0:00,9176.04
PAY000711,INV01154,15/5/2024 0:00,126.39
PAY000712,INV01158,15/5/2024 0:00,1152.86
PAY000713,INV00494,15/5/2024 0:00,3019.64
PAY000714,INV00624,15/5/2024 0:00,5072.68
PAY000715,INV00600,15/5/2024 0:00,15359
PAY000716,INV00055,17/5/2024 0:00,258
PAY000717,INV01072,17/5/2024 0:00,3726.33
PAY000718,INV01104,17/5/2024 0:00,5554.08
PAY000719,INV00717,18/5/2024 0:00,4482.14
PAY000720,INV01187,18/5/2024 0:00,11787.97
PAY000721,INV01405,19/5/2024 0:00,1762.26
PAY000722,INV01118,19/5/2024 0:00,15935
PAY000723,INV01320,21/5/2024 0:00,233.21
PAY000724,INV00410,21/5/2024 0:00,10231
PAY000725,INV00020,21/5/2024 0:00,4799.54
PAY000726,INV01343,21/5/2024 0:00,4572.62
PAY000727,INV00087,22/5/2024 0:00,3892.66
PAY000728,INV00960,23/5/2024 0:00,1341.7
PAY000729,INV01406,23/5/2024 0:00,5546.51
PAY000730,INV00866,24/5/2024 0:00,11553
PAY000731,INV01291,25/5/2024 0:00,2191.4
PAY000732,INV00591,26/5/2024 0:00,6973.69
PAY000733,INV01076,27/5/2024 0:00,835.21
PAY000734,INV01099,27/5/2024 0:00,9393.08
PAY000735,INV00041,28/5/2024 0:00,2419.11
PAY000736,INV00116,28/5/2024 0:00,1248.68
PAY000737,INV00112,29/5/2024 0:00,6304.87
PAY000738,INV00517,30/5/2024 0:00,21311.44
PAY000739,INV00973,30/5/2024 0:00,3865.37
PAY000740,INV00472,31/5/2024 0:00,15675.05
PAY000741,INV00794,31/5/2024 0:00,4207.45
PAY000742,INV01037,31/5/2024 0:00,14866
PAY000743,INV00297,1/6/2024 0:00,12468.69
PAY000744,INV01076,1/6/2024 0:00,835.22
PAY000745,INV00290,3/6/2024 0:00,15489.86
PAY000746,INV01277,5/6/2024 0:00,4801.54
PAY000747,INV00458,5/6/2024 0:00,9331.63
PAY000748,INV01349,6/6/2024 0:00,23825.53
PAY000749,INV01175,6/6/2024 0:00,5151.95
PAY000750,INV01448,7/6/2024 0:00,19619
PAY000751,INV01189,9/6/2024 0:00,11520
PAY000752,INV01017,10/6/2024 0:00,12717.65
PAY000753,INV00335,11/6/2024 0:00,6547.67
PAY000754,INV00525,11/6/2024 0:00,208.8
PAY000755,INV00687,12/6/2024 0:00,1148.85
PAY000756,INV01131,12/6/2024 0:00,16747.08
PAY000757,INV01362,13/6/2024 0:00,5699.44
PAY000758,INV00233,14/6/2024 0:00,1715.48
PAY000759,INV00796,15/6/2024 0:00,11324.93
PAY000760,INV01320,16/6/2024 0:00,233.2
PAY000761,INV00420,18/6/2024 0:00,4254.44
PAY000762,INV00684,18/6/2024 0:00,4155.88
PAY000763,INV00063,19/6/2024 0:00,2797.52
PAY000764,INV00736,19/6/2024 0:00,15937.28
PAY000765,INV01182,19/6/2024 0:00,12967.9
PAY000766,INV01205,19/6/2024 0:00,514.65
PAY000767,INV00793,20/6/2024 0:00,4541.95
PAY000768,INV00781,21/6/2024 0:00,10646.46
PAY000769,INV00944,21/6/2024 0:00,7860.34
PAY000770,INV01002,21/6/2024 0:00,4768
PAY000771,INV01276,21/6/2024 0:00,1979.69
PAY000772,INV01390,21/6/2024 0:00,2749.79
PAY000773,INV00333,21/6/2024 0:00,17973
PAY000774,INV00244,22/6/2024 0:00,3663
PAY000775,INV00264,22/6/2024 0:00,7930.5
PAY000776,INV00687,22/6/2024 0:00,1148.86
PAY000777,INV01018,22/6/2024 0:00,18368.09
PAY000778,INV00643,23/6/2024 0:00,8062.74
PAY000779,INV01028,23/6/2024 0:00,7094.46
PAY000780,INV00619,23/6/2024 0:00,11481
PAY000781,INV01261,25/6/2024 0:00,4078.9
PAY000782,INV00652,25/6/2024 0:00,14864
PAY000783,INV00882,26/6/2024 0:00,5050.51
PAY000784,INV01384,26/6/2024 0:00,15947
PAY000785,INV00478,26/6/2024 0:00,5437.45
PAY000786,INV00284,27/6/2024 0:00,595.42
PAY000787,INV00638,27/6/2024 0:00,1897.16
PAY000788,INV00753,28/6/2024 0:00,16484
PAY000789,INV00276,28/6/2024 0:00,11062
PAY000790,INV00620,29/6/2024 0:00,10587
PAY000791,INV00570,1/7/2024 0:00,1898.56
PAY000792,INV00704,1/7/2024 0:00,1844.07
PAY000793,INV00703,1/7/2024 0:00,15244.26
PAY000794,INV01285,2/7/2024 0:00,2038.76
PAY000795,INV00742,2/7/2024 0:00,15955
PAY000796,INV00933,3/7/2024 0:00,12657.86
PAY000797,INV00035,5/7/2024 0:00,2591.24
PAY000798,INV00373,5/7/2024 0:00,2956.02
PAY000799,INV00363,6/7/2024 0:00,4013.4
PAY000800,INV00542,6/7/2024 0:00,2701.98
PAY000801,INV00573,7/7/2024 0:00,5750.19
PAY000802,INV01442,7/7/2024 0:00,12049.06
PAY000803,INV00208,9/7/2024 0:00,11744
PAY000804,INV00045,10/7/2024 0:00,3535.31
PAY000805,INV00103,10/7/2024 0:00,3850.96
PAY000806,INV00645,10/7/2024 0:00,1518.68
PAY000807,INV00837,11/7/2024 0:00,9862.42
PAY000808,INV00523,12/7/2024 0:00,2158.32
PAY000809,INV01172,12/7/2024 0:00,9322.91
PAY000810,INV00107,13/7/2024 0:00,5033.85
PAY000811,INV00335,13/7/2024 0:00,6547.67
PAY000812,INV01112,13/7/2024 0:00,7807.68
PAY000813,INV01276,15/7/2024 0:00,1979.69
PAY000814,INV00035,16/7/2024 0:00,2591.24
PAY000815,INV00025,18/7/2024 0:00,3065.38
PAY000816,INV00160,19/7/2024 0:00,3027.24
PAY000817,INV00838,19/7/2024 0:00,12242
PAY000818,INV00252,20/7/2024 0:00,8540.4
PAY000819,INV00107,21/7/2024 0:00,5033.86
PAY000820,INV00166,21/7/2024 0:00,9451.92
PAY000821,INV01024,21/7/2024 0:00,6115.45
PAY000822,INV01204,21/7/2024 0:00,5193.58
PAY000823,INV01409,21/7/2024 0:00,12221.72
PAY000824,INV01397,22/7/2024 0:00,23949.8
PAY000825,INV00025,23/7/2024 0:00,3065.37
PAY000826,INV00508,23/7/2024 0:00,755.46
PAY000827,INV00591,24/7/2024 0:00,6973.69
PAY000828,INV00066,25/7/2024 0:00,1481.45
PAY000829,INV00310,26/7/2024 0:00,9210.71
PAY000830,INV00626,26/7/2024 0:00,1867.82
PAY000831,INV00842,26/7/2024 0:00,4056.14
PAY000832,INV00845,27/7/2024 0:00,10678.35
PAY000833,INV00224,27/7/2024 0:00,11107
PAY000834,INV00581,27/7/2024 0:00,15995
PAY000835,INV00082,28/7/2024 0:00,3511.76
PAY000836,INV00863,28/7/2024 0:00,285.25
PAY000837,INV00772,28/7/2024 0:00,11905
PAY000838,INV00231,29/7/2024 0:00,15419.36
PAY000839,INV01119,29/7/2024 0:00,4771.92
PAY000840,INV01197,29/7/2024 0:00,11369
PAY000841,INV00240,30/7/2024 0:00,5859.63
PAY000842,INV00508,30/7/2024 0:00,755.46
PAY000843,INV00668,30/7/2024 0:00,2154.53
PAY000844,INV00709,31/7/2024 0:00,2242.59
PAY000845,INV00577,1/8/2024 0:00,9179.5
PAY000846,INV01020,1/8/2024 0:00,4175.28
PAY000847,INV00822,1/8/2024 0:00,1616.84
PAY000848,INV01301,2/8/2024 0:00,5318.86
PAY000849,INV00172,3/8/2024 0:00,931.17
PAY000850,INV01265,3/8/2024 0:00,9745.4
PAY000851,INV01398,4/8/2024 0:00,8223.05
PAY000852,INV00452,7/8/2024 0:00,5184.65
PAY000853,INV00441,8/8/2024 0:00,17580.51
PAY000854,INV01235,8/8/2024 0:00,300.94
PAY000855,INV00962,8/8/2024 0:00,8007.18
PAY000856,INV00737,9/8/2024 0:00,10401
PAY000857,INV00882,11/8/2024 0:00,5050.52
PAY000858,INV00909,12/8/2024 0:00,2227.86
PAY000859,INV01425,14/8/2024 0:00,428.11
PAY000860,INV01128,15/8/2024 0:00,17866
PAY000861,INV00526,16/8/2024 0:00,624.79
PAY000862,INV00949,17/8/2024 0:00,5402.7
PAY000863,INV00783,20/8/2024 0:00,3439.32
PAY000864,INV01050,20/8/2024 0:00,12071
PAY000865,INV00657,21/8/2024 0:00,11921.45
PAY000866,INV00863,22/8/2024 0:00,285.25
PAY000867,INV01014,22/8/2024 0:00,6039.54
PAY000868,INV01425,23/8/2024 0:00,428.1
PAY000869,INV01474,24/8/2024 0:00,15260.49
PAY000870,INV00653,24/8/2024 0:00,13966
PAY000871,INV01462,24/8/2024 0:00,15214.29
PAY000872,INV00317,25/8/2024 0:00,3982.65
PAY000873,INV00414,25/8/2024 0:00,11647.38
PAY000874,INV01081,26/8/2024 0:00,12149.16
PAY000875,INV00816,27/8/2024 0:00,1693.02
PAY000876,INV00985,27/8/2024 0:00,2093.02
PAY000877,INV00985,27/8/2024 0:00,2093.02
PAY000878,INV01332,27/8/2024 0:00,4019.07
PAY000879,INV01494,27/8/2024 0:00,349.87
PAY000880,INV00266,28/8/2024 0:00,851.69
PAY000881,INV00425,28/8/2024 0:00,2173.21
PAY000882,INV01209,28/8/2024 0:00,2170.57
PAY000883,INV00003,29/8/2024 0:00,22293.22
PAY000884,INV00191,29/8/2024 0:00,3380.16
PAY000885,INV00921,29/8/2024 0:00,3600.27
PAY000886,INV00544,30/8/2024 0:00,4426.74
PAY000887,INV00811,30/8/2024 0:00,1819.97
PAY000888,INV01196,30/8/2024 0:00,2885.49
PAY000889,INV00210,31/8/2024 0:00,1063.31
PAY000890,INV00475,31/8/2024 0:00,8591.97
PAY000891,INV01434,1/9/2024 0:00,2659.29
PAY000892,INV00266,2/9/2024 0:00,851.69
PAY000893,INV00395,2/9/2024 0:00,6005.7
PAY000894,INV00836,2/9/2024 0:00,1497.24
PAY000895,INV00172,3/9/2024 0:00,931.17
PAY000896,INV01172,3/9/2024 0:00,9322.91
PAY000897,INV01204,5/9/2024 0:00,5193.59
PAY000898,INV00980,6/9/2024 0:00,496.69
PAY000899,INV00039,7/9/2024 0:00,7247.94
PAY000900,INV00160,8/9/2024 0:00,3027.23
PAY000901,INV00414,9/9/2024 0:00,11647.38
PAY000902,INV00805,9/9/2024 0:00,9878.21
PAY000903,INV00854,9/9/2024 0:00,7599.08
PAY000904,INV01212,9/9/2024 0:00,5728.76
PAY000905,INV01400,10/9/2024 0:00,11249.95
PAY000906,INV01127,10/9/2024 0:00,3890.1
PAY000907,INV00029,11/9/2024 0:00,990
PAY000908,INV00122,11/9/2024 0:00,6243.43
PAY000909,INV00092,12/9/2024 0:00,338.83
PAY000910,INV00462,12/9/2024 0:00,18613.69
PAY000911,INV00890,12/9/2024 0:00,13230.49
PAY000912,INV01218,12/9/2024 0:00,1073.6
PAY000913,INV01317,12/9/2024 0:00,1121.04
PAY000914,INV01464,12/9/2024 0:00,9803.57
PAY000915,INV00547,13/9/2024 0:00,1002.6
PAY000916,INV01115,14/9/2024 0:00,2933.79
PAY000917,INV00432,15/9/2024 0:00,533.82
PAY000918,INV00259,16/9/2024 0:00,9834.29
PAY000919,INV00809,18/9/2024 0:00,2020.01
PAY000920,INV00007,19/9/2024 0:00,4667.56
PAY000921,INV00039,19/9/2024 0:00,7247.94
PAY000922,INV00769,19/9/2024 0:00,2835.78
PAY000923,INV01325,19/9/2024 0:00,1026.38
PAY000924,INV00064,20/9/2024 0:00,1551.28
PAY000925,INV00654,20/9/2024 0:00,9195.22
PAY000926,INV00952,20/9/2024 0:00,14776
PAY000927,INV00115,21/9/2024 0:00,11632.02
PAY000928,INV01348,21/9/2024 0:00,2200.3
PAY000929,INV00332,21/9/2024 0:00,6653.65
PAY000930,INV01288,24/9/2024 0:00,11121.5
PAY000931,INV01348,24/9/2024 0:00,2200.29
PAY000932,INV00880,24/9/2024 0:00,14669.81
PAY000933,INV00956,24/9/2024 0:00,13474
PAY000934,INV00432,25/9/2024 0:00,533.82
PAY000935,INV01417,25/9/2024 0:00,2301.95
PAY000936,INV00659,26/9/2024 0:00,17692.59
PAY000937,INV00704,26/9/2024 0:00,1844.07
PAY000938,INV00191,28/9/2024 0:00,3380.16
PAY000939,INV00847,29/9/2024 0:00,8716.6
PAY000940,INV00995,30/9/2024 0:00,1694.17
PAY000941,INV00217,1/10/2024 0:00,3408.37
PAY000942,INV01275,1/10/2024 0:00,16845
PAY000943,INV00544,2/10/2024 0:00,4426.75
PAY000944,INV00214,3/10/2024 0:00,1147.18
PAY000945,INV01218,3/10/2024 0:00,1073.6
PAY000946,INV00975,3/10/2024 0:00,839.62
PAY000947,INV01258,4/10/2024 0:00,12831.96
PAY000948,INV00439,5/10/2024 0:00,1349.48
PAY000949,INV01026,6/10/2024 0:00,6189.5
PAY000950,INV00093,6/10/2024 0:00,14003.42
PAY000951,INV01307,7/10/2024 0:00,9381.3
PAY000952,INV01201,7/10/2024 0:00,6251.48
PAY000953,INV00272,7/10/2024 0:00,10489.83
PAY000954,INV00210,8/10/2024 0:00,1063.31
PAY000955,INV01054,8/10/2024 0:00,12916.68
PAY000956,INV00401,9/10/2024 0:00,7243.36
PAY000957,INV00609,9/10/2024 0:00,10366.24
PAY000958,INV00451,10/10/2024 0:00,8486.7
PAY000959,INV00947,10/10/2024 0:00,2654.6
PAY000960,INV01045,10/10/2024 0:00,10158.12
PAY000961,INV01428,10/10/2024 0:00,11350.61
PAY000962,INV00554,11/10/2024 0:00,17070.85
PAY000963,INV00923,11/10/2024 0:00,18508.12
PAY000964,INV00980,12/10/2024 0:00,496.69
PAY000965,INV01243,12/10/2024 0:00,11849
PAY000966,INV00655,13/10/2024 0:00,9438.15
PAY000967,INV01341,14/10/2024 0:00,13596.7
PAY000968,INV00013,14/10/2024 0:00,10466.72
PAY000969,INV00143,15/10/2024 0:00,6189.42
PAY000970,INV00651,15/10/2024 0:00,8437.28
PAY000971,INV01140,15/10/2024 0:00,11721.7
PAY000972,INV01022,16/10/2024 0:00,2037.16
PAY000973,INV00705,17/10/2024 0:00,5167.9
PAY000974,INV00977,17/10/2024 0:00,8443.74
PAY000975,INV00836,19/10/2024 0:00,1497.24
PAY000976,INV01293,19/10/2024 0:00,1023.21
PAY000977,INV00317,21/10/2024 0:00,3982.65
PAY000978,INV00965,21/10/2024 0:00,8211.93
PAY000979,INV00766,22/10/2024 0:00,5652.22
PAY000980,INV01239,22/10/2024 0:00,1158.96
PAY000981,INV00977,23/10/2024 0:00,8443.74
PAY000982,INV00348,23/10/2024 0:00,17687
PAY000983,INV00651,24/10/2024 0:00,8437.28
PAY000984,INV01065,24/10/2024 0:00,2139.04
PAY000985,INV01332,24/10/2024 0:00,4019.07
PAY000986,INV00457,25/10/2024 0:00,4644.95
PAY000987,INV00978,25/10/2024 0:00,20067.07
PAY000988,INV01024,25/10/2024 0:00,6115.45
PAY000989,INV00328,26/10/2024 0:00,21194.31
PAY000990,INV00470,26/10/2024 0:00,3795.64
PAY000991,INV01247,26/10/2024 0:00,11130.34
PAY000992,INV01110,26/10/2024 0:00,6595.4
PAY000993,INV00156,28/10/2024 0:00,2762.83
PAY000994,INV01280,28/10/2024 0:00,2462.4
PAY000995,INV00027,29/10/2024 0:00,2404.56
PAY000996,INV00445,29/10/2024 0:00,11104.56
PAY000997,INV00994,29/10/2024 0:00,16864.46
PAY000998,INV01022,29/10/2024 0:00,2037.16
PAY000999,INV00811,30/10/2024 0:00,1819.96
PAY001000,INV01091,30/10/2024 0:00,11792.01
PAY001001,INV00661,31/10/2024 0:00,4643.12
PAY001002,INV01235,31/10/2024 0:00,300.93
PAY001003,INV00490,1/11/2024 0:00,5652.8
PAY001004,INV00331,3/11/2024 0:00,11459.49
PAY001005,INV00631,4/11/2024 0:00,893.99
PAY001006,INV01262,4/11/2024 0:00,2158.22
PAY001007,INV01051,5/11/2024 0:00,4094.03
PAY001008,INV00631,6/11/2024 0:00,893.99
PAY001009,INV01134,6/11/2024 0:00,10843.71
PAY001010,INV00888,7/11/2024 0:00,13940.42
PAY001011,INV01042,8/11/2024 0:00,792.71
PAY001012,INV00632,8/11/2024 0:00,15501
PAY001013,INV00064,9/11/2024 0:00,1551.27
PAY001014,INV00134,9/11/2024 0:00,5544.74
PAY001015,INV00685,9/11/2024 0:00,12472.43
PAY001016,INV00892,9/11/2024 0:00,2859.62
PAY001017,INV00918,9/11/2024 0:00,14315.38
PAY001018,INV00464,9/11/2024 0:00,15311
PAY001019,INV00913,9/11/2024 0:00,5647.63
PAY001020,INV00445,10/11/2024 0:00,11104.55
PAY001021,INV00380,10/11/2024 0:00,13149
PAY001022,INV00547,11/11/2024 0:00,1002.6
PAY001023,INV00425,12/11/2024 0:00,2173.21
PAY001024,INV01414,13/11/2024 0:00,1063.01
PAY001025,INV00506,14/11/2024 0:00,3630.06
PAY001026,INV00364,15/11/2024 0:00,10416.17
PAY001027,INV00402,15/11/2024 0:00,13410.94
PAY001028,INV00442,16/11/2024 0:00,3929.38
PAY001029,INV01273,16/11/2024 0:00,1221.96
PAY001030,INV01280,16/11/2024 0:00,2462.4
PAY001031,INV01470,16/11/2024 0:00,14997.07
PAY001032,INV00807,17/11/2024 0:00,507.56
PAY001033,INV00904,17/11/2024 0:00,12353.16
PAY001034,INV01009,17/11/2024 0:00,5849.08
PAY001035,INV00625,18/11/2024 0:00,141.17
PAY001036,INV00443,18/11/2024 0:00,13218
PAY001037,INV00499,19/11/2024 0:00,8446.07
PAY001038,INV00807,19/11/2024 0:00,507.56
PAY001039,INV01417,20/11/2024 0:00,2301.96
PAY001040,INV01156,21/11/2024 0:00,10587.53
PAY001041,INV01463,22/11/2024 0:00,4573.26
PAY001042,INV00431,22/11/2024 0:00,10371
PAY001043,INV00136,23/11/2024 0:00,1824.47
PAY001044,INV00309,25/11/2024 0:00,12809.47
PAY001045,INV00955,26/11/2024 0:00,18871.57
PAY001046,INV00974,26/11/2024 0:00,15293.04
PAY001047,INV00131,27/11/2024 0:00,4139.98
PAY001048,INV01075,27/11/2024 0:00,8552.11
