Invoice No,SalesRepID,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV01358,SR013,CUST101,4/1/2024 0:00,3/2/2024 0:00,23020.6,11510.3,11510.3
INV01364,SR013,CUST046,19/4/2023 0:00,19/5/2023 0:00,9115.42,4557.71,4557.71
INV01365,SR013,CUST088,4/10/2025 0:00,3/12/2025 0:00,22783.94,11391.97,11391.97
INV01367,SR013,CUST062,28/12/2025 0:00,26/2/2026 0:00,19173.28,0,19173.28
INV01368,SR013,CUST077,1/11/2023 0:00,31/12/2023 0:00,20389.26,10194.63,10194.63
INV01369,SR013,CUST098,4/11/2024 0:00,19/12/2024 0:00,8875.3,0,8875.3
INV01372,SR013,CUST052,9/12/2023 0:00,7/2/2024 0:00,9399.76,0,9399.76
INV01383,SR013,CUST110,15/4/2025 0:00,30/5/2025 0:00,11533.58,11533.58,0
INV01384,SR013,CUST074,27/4/2024 0:00,26/6/2024 0:00,18849.6,0,18849.6
INV01386,SR013,CUST098,15/5/2025 0:00,29/6/2025 0:00,16051.23,4012.81,12038.42
INV01409,SR013,CUST062,11/7/2024 0:00,9/9/2024 0:00,24443.45,12221.72,12221.73
INV01411,SR013,CUST088,1/6/2025 0:00,31/7/2025 0:00,16751.11,8375.56,8375.55
INV01413,SR013,CUST032,27/10/2024 0:00,26/12/2024 0:00,13991.18,0,13991.18
INV01418,SR013,CUST111,19/10/2025 0:00,18/12/2025 0:00,19358.79,14519.09,4839.7
INV01423,SR020,CUST101,4/12/2024 0:00,18/1/2025 0:00,2176.8,2176.8,0
INV01424,SR020,CUST098,30/1/2025 0:00,16/3/2025 0:00,22486.23,0,22486.23
INV01428,SR020,CUST067,26/8/2024 0:00,25/10/2024 0:00,15134.15,11350.61,3783.54
INV01432,SR020,CUST067,12/6/2023 0:00,27/7/2023 0:00,8830.11,0,8830.11
INV01434,SR020,CUST098,25/5/2024 0:00,24/7/2024 0:00,2659.29,2659.29,0
INV01436,SR020,CUST042,29/7/2025 0:00,12/9/2025 0:00,21264.92,21264.92,0
INV01438,SR020,CUST079,30/5/2025 0:00,29/7/2025 0:00,11043.49,5521.74,5521.75
INV01439,SR020,CUST040,6/1/2025 0:00,5/2/2025 0:00,4554.74,0,4554.74
INV01444,SR020,CUST098,2/11/2025 0:00,1/1/2026 0:00,5687.77,0,5687.77
INV01445,SR020,CUST088,31/7/2025 0:00,29/9/2025 0:00,1516.68,1516.68,0
INV01446,SR020,CUST079,14/10/2023 0:00,28/11/2023 0:00,8390.65,6292.99,2097.66
INV01450,SR020,CUST048,13/11/2024 0:00,12/1/2025 0:00,11167.21,0,11167.21
INV01456,SR020,CUST048,26/11/2024 0:00,10/1/2025 0:00,1794.25,1794.25,0
INV01457,SR020,CUST077,26/2/2023 0:00,27/4/2023 0:00,18289.08,4572.27,13716.81
INV01460,SR020,CUST077,4/3/2025 0:00,3/5/2025 0:00,13545.54,13545.54,0
INV01463,SR020,CUST040,8/10/2024 0:00,22/11/2024 0:00,4573.26,0,4573.26
INV01466,SR020,CUST062,25/1/2023 0:00,26/3/2023 0:00,24260.56,24260.56,0
INV01470,SR020,CUST067,9/10/2024 0:00,8/11/2024 0:00,14997.07,14997.07,0
INV01472,SR020,CUST040,20/7/2023 0:00,3/9/2023 0:00,16833.8,0,16833.8
INV01473,SR020,CUST098,14/9/2023 0:00,29/10/2023 0:00,15772.8,3943.2,11829.6
INV01474,SR020,CUST040,30/6/2024 0:00,29/8/2024 0:00,15260.49,0,15260.49
INV01475,SR020,CUST091,13/7/2023 0:00,27/8/2023 0:00,12499.75,6249.88,6249.87
INV01476,SR020,CUST077,3/12/2024 0:00,1/2/2025 0:00,13452.09,6726.04,6726.05
INV01480,SR020,CUST088,28/6/2025 0:00,27/8/2025 0:00,20226.77,10113.38,10113.39
INV01483,SR020,CUST040,24/3/2023 0:00,23/4/2023 0:00,11188.03,8391.02,2797.01
INV01488,SR020,CUST048,11/6/2023 0:00,11/7/2023 0:00,9001.56,9001.56,0
INV01495,SR020,CUST042,22/10/2023 0:00,21/12/2023 0:00,12131.84,6065.92,6065.92
INV00009,SR018,CUST065,2/11/2024 0:00,2/12/2024 0:00,12337.93,0,12337.93
INV00022,SR018,CUST114,31/12/2023 0:00,14/2/2024 0:00,14693.2,0,14693.2
INV00023,SR018,CUST035,5/11/2024 0:00,20/12/2024 0:00,12495.8,0,12495.8
INV00027,SR018,CUST008,8/8/2024 0:00,22/9/2024 0:00,9618.24,2404.56,7213.68
INV00035,SR018,CUST007,28/4/2024 0:00,27/6/2024 0:00,20729.92,5182.48,15547.44
INV00036,SR018,CUST068,31/12/2024 0:00,1/3/2025 0:00,7499.84,0,7499.84
INV00039,SR018,CUST114,7/6/2024 0:00,6/8/2024 0:00,14495.88,14495.88,0
INV00040,SR018,CUST109,6/7/2025 0:00,20/8/2025 0:00,4003.53,4003.53,0
INV00045,SR018,CUST089,18/4/2024 0:00,17/6/2024 0:00,14141.23,3535.31,10605.92
INV00050,SR018,CUST073,12/10/2023 0:00,11/12/2023 0:00,5902.35,5902.35,0
INV00063,SR018,CUST023,3/4/2024 0:00,3/5/2024 0:00,2797.52,2797.52,0
INV00071,SR018,CUST023,6/6/2023 0:00,6/7/2023 0:00,11967.69,5983.84,5983.85
INV00072,SR018,CUST089,2/6/2025 0:00,1/8/2025 0:00,11924.34,8943.26,2981.08
INV00075,SR018,CUST030,28/4/2025 0:00,27/6/2025 0:00,12438,6219,6219
INV00081,SR018,CUST089,25/3/2023 0:00,24/5/2023 0:00,20775.05,20775.05,0
INV00085,SR018,CUST019,3/3/2025 0:00,2/5/2025 0:00,8840.08,0,8840.08
INV00091,SR018,CUST019,11/9/2025 0:00,10/11/2025 0:00,1730.95,0,1730.95
INV00092,SR018,CUST076,3/6/2024 0:00,18/7/2024 0:00,1355.33,338.83,1016.5
INV00094,SR018,CUST071,16/11/2025 0:00,15/1/2026 0:00,11235.38,11235.38,0
INV00108,SR018,CUST085,13/10/2025 0:00,12/12/2025 0:00,10106.29,10106.29,0
INV00111,SR018,CUST023,10/10/2025 0:00,24/11/2025 0:00,19432.9,0,19432.9
INV00113,SR018,CUST057,27/4/2023 0:00,27/5/2023 0:00,17096.13,12822.1,4274.03
INV00115,SR018,CUST109,6/8/2024 0:00,5/10/2024 0:00,23264.05,11632.02,11632.03
INV00123,SR018,CUST035,15/6/2023 0:00,14/8/2023 0:00,8954.55,0,8954.55
INV00130,SR018,CUST076,5/2/2024 0:00,21/3/2024 0:00,17123.25,17123.25,0
INV00137,SR018,CUST007,14/12/2024 0:00,13/1/2025 0:00,7399.59,7399.59,0
INV00151,SR018,CUST008,20/9/2025 0:00,20/10/2025 0:00,23419.37,0,23419.37
INV00153,SR018,CUST109,5/6/2025 0:00,4/8/2025 0:00,9626.47,2406.62,7219.85
INV00154,SR018,CUST065,3/3/2024 0:00,2/5/2024 0:00,23251.45,0,23251.45
INV00158,SR018,CUST071,12/2/2025 0:00,29/3/2025 0:00,15082.71,7541.36,7541.35
INV00159,SR018,CUST089,11/8/2023 0:00,25/9/2023 0:00,4186.57,2093.28,2093.29
INV00165,SR018,CUST019,7/1/2023 0:00,21/2/2023 0:00,16716.88,8358.44,8358.44
INV00173,SR018,CUST019,19/3/2025 0:00,3/5/2025 0:00,668.51,501.38,167.13
INV00178,SR018,CUST114,10/10/2025 0:00,24/11/2025 0:00,22172.38,5543.1,16629.28
INV00199,SR018,CUST006,3/4/2023 0:00,3/5/2023 0:00,13894.04,0,13894.04
INV00210,SR018,CUST085,15/6/2024 0:00,15/7/2024 0:00,8506.47,2126.62,6379.85
INV00215,SR018,CUST019,24/2/2024 0:00,24/4/2024 0:00,14633.01,14633.01,0
INV00217,SR018,CUST057,31/7/2024 0:00,29/9/2024 0:00,3408.37,0,3408.37
INV00223,SR018,CUST015,28/9/2024 0:00,28/10/2024 0:00,1294.86,971.14,323.72
INV00232,SR018,CUST057,28/7/2025 0:00,27/8/2025 0:00,24597.4,24597.4,0
INV00240,SR018,CUST076,6/7/2024 0:00,20/8/2024 0:00,11719.26,5859.63,5859.63
INV00244,SR018,CUST008,18/5/2024 0:00,17/6/2024 0:00,14651.98,3663,10988.98
INV00248,SR018,CUST008,9/6/2025 0:00,8/8/2025 0:00,12195.08,6097.54,6097.54
INV00255,SR018,CUST041,14/10/2023 0:00,13/11/2023 0:00,11933.98,0,11933.98
INV00262,SR018,CUST073,13/5/2023 0:00,12/7/2023 0:00,9922.97,0,9922.97
INV00272,SR018,CUST035,11/9/2024 0:00,11/10/2024 0:00,10489.83,0,10489.83
INV00273,SR018,CUST006,14/8/2025 0:00,28/9/2025 0:00,4449.86,4449.86,0
INV00282,SR018,CUST030,24/11/2025 0:00,24/12/2025 0:00,23492.81,11746.4,11746.41
INV00283,SR018,CUST114,17/7/2023 0:00,31/8/2023 0:00,16713.55,8356.78,8356.77
INV00284,SR018,CUST109,29/4/2024 0:00,13/6/2024 0:00,2381.67,595.42,1786.25
INV00290,SR018,CUST065,4/5/2024 0:00,3/6/2024 0:00,15489.86,0,15489.86
INV00296,SR018,CUST085,28/11/2025 0:00,12/1/2026 0:00,17057.66,4264.42,12793.24
INV00299,SR018,CUST089,7/7/2025 0:00,21/8/2025 0:00,10183.85,2545.96,7637.89
INV00313,SR018,CUST006,2/3/2024 0:00,1/5/2024 0:00,22211.45,11105.72,11105.73
INV00322,SR018,CUST023,21/10/2025 0:00,5/12/2025 0:00,10997.22,5498.61,5498.61
INV00330,SR018,CUST085,19/2/2025 0:00,20/4/2025 0:00,9786.49,9786.49,0
INV00332,SR018,CUST073,11/8/2024 0:00,25/9/2024 0:00,6653.65,0,6653.65
INV00340,SR018,CUST065,1/4/2025 0:00,1/5/2025 0:00,7163.97,0,7163.97
INV00356,SR018,CUST065,21/4/2025 0:00,20/6/2025 0:00,16657.9,0,16657.9
INV00362,SR018,CUST057,26/3/2025 0:00,10/5/2025 0:00,5955.56,0,5955.56
INV00366,SR018,CUST023,12/1/2023 0:00,11/2/2023 0:00,4425.53,4425.53,0
INV00369,SR018,CUST085,21/2/2025 0:00,22/4/2025 0:00,19053.43,4763.36,14290.07
INV00382,SR018,CUST030,2/12/2023 0:00,1/1/2024 0:00,3818.76,954.69,2864.07
INV00390,SR018,CUST097,14/4/2024 0:00,14/5/2024 0:00,10125.93,0,10125.93
INV00393,SR018,CUST030,4/10/2025 0:00,3/12/2025 0:00,776.91,0,776.91
INV00410,SR018,CUST006,20/3/2024 0:00,19/5/2024 0:00,20238.4,0,20238.4
INV00420,SR018,CUST023,4/6/2024 0:00,3/8/2024 0:00,5672.59,4254.44,1418.15
INV00427,SR018,CUST008,20/12/2024 0:00,19/1/2025 0:00,13483.54,6741.77,6741.77
INV00442,SR018,CUST019,3/11/2024 0:00,2/1/2025 0:00,5239.17,3929.38,1309.79
INV00464,SR018,CUST073,12/9/2024 0:00,11/11/2024 0:00,24716.31,0,24716.31
INV00479,SR018,CUST008,3/3/2024 0:00,2/4/2024 0:00,23393.61,0,23393.61
INV00494,SR018,CUST109,28/3/2024 0:00,12/5/2024 0:00,3019.64,0,3019.64
INV00500,SR018,CUST007,21/3/2024 0:00,5/5/2024 0:00,17073.85,0,17073.85
INV00503,SR015,CUST023,24/2/2023 0:00,25/4/2023 0:00,17222.05,8611.02,8611.03
INV00507,SR015,CUST109,6/9/2025 0:00,21/10/2025 0:00,19330.24,19330.24,0
INV00512,SR015,CUST015,21/9/2024 0:00,21/10/2024 0:00,18803.42,14102.56,4700.86
INV00514,SR015,CUST089,17/11/2023 0:00,16/1/2024 0:00,1968.61,0,1968.61
INV00520,SR015,CUST057,10/3/2025 0:00,9/4/2025 0:00,8862.31,4431.16,4431.15
INV00531,SR015,CUST068,8/2/2025 0:00,10/3/2025 0:00,13929.56,0,13929.56
INV00535,SR015,CUST109,14/4/2025 0:00,13/6/2025 0:00,24149.92,24149.92,0
INV00543,SR015,CUST008,12/1/2023 0:00,26/2/2023 0:00,15222.34,3805.58,11416.76
INV00549,SR015,CUST041,26/12/2025 0:00,25/1/2026 0:00,7687.16,0,7687.16
INV00551,SR015,CUST006,5/8/2025 0:00,4/10/2025 0:00,17596.9,17596.9,0
INV00559,SR015,CUST109,3/3/2025 0:00,2/5/2025 0:00,7162.89,5372.17,1790.72
INV00589,SR015,CUST006,19/12/2025 0:00,18/1/2026 0:00,13104.3,0,13104.3
INV00596,SR015,CUST006,3/10/2024 0:00,2/11/2024 0:00,2826.65,2826.65,0
INV00604,SR015,CUST057,9/7/2023 0:00,7/9/2023 0:00,24891.44,0,24891.44
INV00608,SR015,CUST008,2/2/2025 0:00,19/3/2025 0:00,7990.73,0,7990.73
INV00617,SR015,CUST068,22/12/2025 0:00,21/1/2026 0:00,17488.84,0,17488.84
INV00618,SR015,CUST019,6/2/2025 0:00,8/3/2025 0:00,17664.98,8832.49,8832.49
INV00620,SR015,CUST097,2/6/2024 0:00,2/7/2024 0:00,21885.06,0,21885.06
INV00637,SR015,CUST006,30/8/2023 0:00,29/10/2023 0:00,2607.79,1303.9,1303.89
INV00642,SR015,CUST023,13/6/2023 0:00,12/8/2023 0:00,6226.65,6226.65,0
INV00650,SR015,CUST065,2/7/2023 0:00,1/8/2023 0:00,15534.13,3883.53,11650.6
INV00653,SR014,CUST073,29/6/2024 0:00,28/8/2024 0:00,14786.69,0,14786.69
INV00657,SR014,CUST015,7/7/2024 0:00,21/8/2024 0:00,11921.45,0,11921.45
INV00661,SR014,CUST035,16/9/2024 0:00,31/10/2024 0:00,9286.23,4643.12,4643.11
INV00676,SR014,CUST076,12/3/2025 0:00,11/5/2025 0:00,3450.96,3450.96,0
INV00678,SR014,CUST035,26/12/2024 0:00,25/1/2025 0:00,24248.38,12124.19,12124.19
INV00692,SR014,CUST030,28/3/2023 0:00,27/4/2023 0:00,9988.22,0,9988.22
INV00693,SR014,CUST035,12/2/2023 0:00,14/3/2023 0:00,16662.41,16662.41,0
INV00694,SR014,CUST085,12/2/2024 0:00,28/3/2024 0:00,11329.82,8497.36,2832.46
INV00702,SR014,CUST089,3/2/2024 0:00,4/3/2024 0:00,12196.7,9147.53,3049.17
INV00703,SR014,CUST109,13/5/2024 0:00,27/6/2024 0:00,15244.26,0,15244.26
INV00705,SR014,CUST089,16/7/2024 0:00,15/8/2024 0:00,10335.81,5167.9,5167.91
INV00715,SR014,CUST097,25/11/2023 0:00,9/1/2024 0:00,21861.87,0,21861.87
INV00716,SR014,CUST023,19/8/2025 0:00,3/10/2025 0:00,14636.05,14636.05,0
INV00718,SR014,CUST015,3/8/2025 0:00,2/10/2025 0:00,20173.79,0,20173.79
INV00719,SR014,CUST097,20/8/2025 0:00,4/10/2025 0:00,13736.83,0,13736.83
INV00722,SR014,CUST097,5/8/2023 0:00,19/9/2023 0:00,22746.45,22746.45,0
INV00734,SR014,CUST006,17/12/2023 0:00,15/2/2024 0:00,2464.58,0,2464.58
INV00736,SR014,CUST007,6/6/2024 0:00,5/8/2024 0:00,15937.28,15937.28,0
INV00742,SR014,CUST015,2/5/2024 0:00,1/7/2024 0:00,21940.77,0,21940.77
INV00753,SR014,CUST057,11/5/2024 0:00,25/6/2024 0:00,20337.04,0,20337.04
INV00754,SR014,CUST097,18/2/2025 0:00,20/3/2025 0:00,23788.05,5947.01,17841.04
INV00759,SR014,CUST068,29/10/2023 0:00,13/12/2023 0:00,7368.2,7368.2,0
INV00765,SR014,CUST097,13/9/2023 0:00,13/10/2023 0:00,15186.8,15186.8,0
INV00772,SR011,CUST109,24/6/2024 0:00,24/7/2024 0:00,20745.35,0,20745.35
INV00776,SR011,CUST015,10/10/2023 0:00,9/11/2023 0:00,14089.83,10567.37,3522.46
INV00778,SR011,CUST008,3/12/2025 0:00,1/2/2026 0:00,15970.74,7985.37,7985.37
INV00782,SR011,CUST068,26/11/2024 0:00,26/12/2024 0:00,23969.67,23969.67,0
INV00783,SR011,CUST076,29/5/2024 0:00,13/7/2024 0:00,13757.29,3439.32,10317.97
INV00801,SR011,CUST006,25/12/2025 0:00,23/2/2026 0:00,1753.18,876.59,876.59
INV00803,SR011,CUST023,22/4/2023 0:00,21/6/2023 0:00,13036.83,3259.21,9777.62
INV00814,SR011,CUST089,3/11/2025 0:00,3/12/2025 0:00,14167.91,3541.98,10625.93
INV00815,SR011,CUST097,9/11/2025 0:00,9/12/2025 0:00,24014.88,12007.44,12007.44
INV00820,SR011,CUST076,12/5/2023 0:00,11/6/2023 0:00,13761.12,6880.56,6880.56
INV00824,SR011,CUST068,15/8/2023 0:00,14/10/2023 0:00,21133.05,0,21133.05
INV00839,SR011,CUST041,2/12/2023 0:00,16/1/2024 0:00,2380.57,595.14,1785.43
INV00842,SR011,CUST023,14/5/2024 0:00,13/7/2024 0:00,16224.58,4056.14,12168.44
INV00852,SR011,CUST057,10/2/2024 0:00,26/3/2024 0:00,18352.08,9176.04,9176.04
INV00859,SR011,CUST015,7/3/2024 0:00,21/4/2024 0:00,17099.87,0,17099.87
INV00862,SR011,CUST073,23/4/2023 0:00,22/6/2023 0:00,23099.64,23099.64,0
INV00867,SR011,CUST057,1/2/2025 0:00,3/3/2025 0:00,24816.61,0,24816.61
INV00870,SR011,CUST041,10/6/2023 0:00,10/7/2023 0:00,20850.26,0,20850.26
INV00871,SR011,CUST035,5/2/2024 0:00,21/3/2024 0:00,6004.11,0,6004.11
INV00879,SR011,CUST007,17/5/2023 0:00,16/7/2023 0:00,10790.27,0,10790.27
INV00892,SR011,CUST071,3/8/2024 0:00,2/9/2024 0:00,3812.82,2859.62,953.2
INV00905,SR011,CUST114,19/3/2025 0:00,3/5/2025 0:00,10750.54,0,10750.54
INV00906,SR011,CUST085,16/11/2024 0:00,16/12/2024 0:00,9266.38,0,9266.38
INV00908,SR011,CUST071,11/9/2025 0:00,11/10/2025 0:00,14602.04,7301.02,7301.02
INV00921,SR011,CUST071,4/8/2024 0:00,3/10/2024 0:00,14401.08,3600.27,10800.81
INV00932,SR009,CUST030,18/7/2023 0:00,1/9/2023 0:00,658.38,329.19,329.19
INV00937,SR009,CUST030,10/11/2023 0:00,10/12/2023 0:00,14828.28,7414.14,7414.14
INV00940,SR009,CUST019,1/11/2023 0:00,31/12/2023 0:00,12055.41,12055.41,0
INV00946,SR009,CUST114,10/6/2023 0:00,25/7/2023 0:00,22466.08,11233.04,11233.04
INV00951,SR009,CUST114,23/11/2023 0:00,7/1/2024 0:00,22321.13,22321.13,0
INV00958,SR009,CUST008,11/8/2025 0:00,10/10/2025 0:00,4929.24,0,4929.24
INV00969,SR009,CUST097,16/12/2025 0:00,15/1/2026 0:00,4709.82,2354.91,2354.91
INV00975,SR009,CUST007,10/8/2024 0:00,9/10/2024 0:00,839.62,0,839.62
INV00977,SR009,CUST008,24/7/2024 0:00,7/9/2024 0:00,16887.48,16887.48,0
INV00978,SR009,CUST065,2/9/2024 0:00,2/10/2024 0:00,20067.07,20067.07,0
INV00979,SR009,CUST057,31/8/2023 0:00,15/10/2023 0:00,23352.45,11676.22,11676.23
INV00991,SR009,CUST097,13/1/2025 0:00,27/2/2025 0:00,22053.93,5513.48,16540.45
INV00994,SR009,CUST008,19/9/2024 0:00,18/11/2024 0:00,22485.95,16864.46,5621.49
INV00996,SR009,CUST035,20/2/2025 0:00,6/4/2025 0:00,5905.95,0,5905.95
INV01005,SR009,CUST068,8/10/2025 0:00,7/12/2025 0:00,10561.72,0,10561.72
INV01009,SR009,CUST085,23/8/2024 0:00,7/10/2024 0:00,23396.33,5849.08,17547.25
INV01015,SR009,CUST007,25/9/2023 0:00,9/11/2023 0:00,10142.11,7606.58,2535.53
INV01017,SR009,CUST007,22/5/2024 0:00,21/7/2024 0:00,16956.87,12717.65,4239.22
INV01019,SR009,CUST023,13/6/2023 0:00,28/7/2023 0:00,14588.98,3647.24,10941.74
INV01020,SR009,CUST085,29/4/2024 0:00,28/6/2024 0:00,5567.04,4175.28,1391.76
INV01021,SR007,CUST019,31/12/2025 0:00,14/2/2026 0:00,12859.17,0,12859.17
INV01023,SR007,CUST019,23/6/2025 0:00,23/7/2025 0:00,10972.93,0,10972.93
INV01056,SR007,CUST030,31/10/2024 0:00,30/12/2024 0:00,12764.19,0,12764.19
INV01063,SR007,CUST114,18/7/2025 0:00,17/8/2025 0:00,3863.85,0,3863.85
INV01070,SR007,CUST109,30/7/2023 0:00,29/8/2023 0:00,8166.53,2041.63,6124.9
INV01073,SR007,CUST073,25/12/2024 0:00,24/1/2025 0:00,17773.5,13330.12,4443.38
INV01082,SR007,CUST109,10/2/2023 0:00,11/4/2023 0:00,21302.9,0,21302.9
INV01089,SR007,CUST085,30/9/2023 0:00,30/10/2023 0:00,13022.28,0,13022.28
INV01092,SR007,CUST041,11/5/2025 0:00,10/6/2025 0:00,20803.37,5200.84,15602.53
INV01099,SR007,CUST076,27/4/2024 0:00,27/5/2024 0:00,9393.08,0,9393.08
INV01104,SR007,CUST085,29/3/2024 0:00,13/5/2024 0:00,22216.32,11108.16,11108.16
INV01106,SR007,CUST057,4/5/2023 0:00,3/6/2023 0:00,24054.71,0,24054.71
INV01108,SR007,CUST006,25/8/2025 0:00,9/10/2025 0:00,15968.71,0,15968.71
INV01113,SR007,CUST109,17/3/2024 0:00,16/4/2024 0:00,19499.88,0,19499.88
INV01115,SR007,CUST071,16/6/2024 0:00,15/8/2024 0:00,3911.72,2933.79,977.93
INV01120,SR007,CUST085,28/1/2024 0:00,28/3/2024 0:00,9251.21,4625.6,4625.61
INV01128,SR007,CUST065,3/7/2024 0:00,17/8/2024 0:00,24577.12,0,24577.12
INV01164,SR007,CUST109,30/3/2023 0:00,14/5/2023 0:00,3418.95,3418.95,0
INV01167,SR007,CUST073,30/11/2023 0:00,30/12/2023 0:00,9683.21,9683.21,0
INV01171,SR007,CUST073,14/9/2025 0:00,29/10/2025 0:00,1371.96,685.98,685.98
INV01172,SR007,CUST073,28/5/2024 0:00,27/6/2024 0:00,24861.09,18645.82,6215.27
INV01176,SR007,CUST089,21/12/2025 0:00,19/2/2026 0:00,1454.47,1090.85,363.62
INV01183,SR004,CUST035,22/10/2024 0:00,6/12/2024 0:00,21605.42,5401.36,16204.06
INV01185,SR004,CUST114,24/11/2025 0:00,23/1/2026 0:00,742.81,371.4,371.41
INV01194,SR004,CUST019,13/3/2024 0:00,27/4/2024 0:00,24807.32,12403.66,12403.66
INV01202,SR004,CUST057,10/2/2024 0:00,10/4/2024 0:00,20562.3,10281.15,10281.15
INV01211,SR004,CUST008,17/3/2023 0:00,16/4/2023 0:00,14110.96,10583.22,3527.74
INV01223,SR004,CUST089,28/12/2023 0:00,11/2/2024 0:00,7802.62,7802.62,0
INV01225,SR004,CUST015,3/4/2023 0:00,3/5/2023 0:00,4525.03,1131.26,3393.77
INV01229,SR004,CUST109,18/1/2025 0:00,4/3/2025 0:00,3534.23,2650.67,883.56
INV01235,SR004,CUST071,8/7/2024 0:00,7/8/2024 0:00,2407.48,601.87,1805.61
INV01237,SR004,CUST023,10/6/2025 0:00,25/7/2025 0:00,6550.55,3275.28,3275.27
INV01239,SR004,CUST085,24/8/2024 0:00,23/9/2024 0:00,4635.85,1158.96,3476.89
INV01241,SR004,CUST007,4/12/2024 0:00,2/2/2025 0:00,824.11,412.06,412.05
INV01245,SR004,CUST007,21/8/2023 0:00,20/9/2023 0:00,22775.45,17081.59,5693.86
INV01250,SR004,CUST114,2/7/2023 0:00,1/8/2023 0:00,7579.73,3789.86,3789.87
INV01282,SR004,CUST015,16/8/2025 0:00,30/9/2025 0:00,8893.48,4446.74,4446.74
INV01293,SR004,CUST109,20/9/2024 0:00,20/10/2024 0:00,8185.73,2046.43,6139.3
INV01301,SR004,CUST030,27/7/2024 0:00,25/9/2024 0:00,5318.86,5318.86,0
INV01319,SR004,CUST057,9/11/2024 0:00,8/1/2025 0:00,8244.48,0,8244.48
INV01325,SR004,CUST030,12/7/2024 0:00,26/8/2024 0:00,4105.5,1026.38,3079.12
INV01330,SR004,CUST065,27/3/2025 0:00,26/4/2025 0:00,12354.58,12354.58,0
INV01337,SR004,CUST030,16/4/2025 0:00,15/6/2025 0:00,18668.37,9334.18,9334.19
INV01338,SR004,CUST114,14/7/2025 0:00,13/8/2025 0:00,13893.59,13893.59,0
INV01339,SR001,CUST068,18/3/2024 0:00,17/4/2024 0:00,22169.73,0,22169.73
INV01345,SR001,CUST065,5/5/2023 0:00,4/6/2023 0:00,8532.04,2133.01,6399.03
INV01349,SR001,CUST073,29/4/2024 0:00,28/6/2024 0:00,23825.53,23825.53,0
INV01350,SR001,CUST015,2/5/2023 0:00,1/6/2023 0:00,18579.23,4644.81,13934.42
INV01353,SR001,CUST068,4/5/2023 0:00,3/7/2023 0:00,1715.34,428.84,1286.5
INV01371,SR001,CUST071,31/3/2025 0:00,15/5/2025 0:00,21287.56,15965.67,5321.89
INV01382,SR001,CUST109,25/12/2023 0:00,8/2/2024 0:00,17007.03,0,17007.03
INV01387,SR001,CUST057,19/5/2023 0:00,18/6/2023 0:00,5067.29,0,5067.29
INV01389,SR001,CUST041,10/3/2024 0:00,24/4/2024 0:00,13869.55,0,13869.55
INV01393,SR001,CUST006,31/1/2025 0:00,17/3/2025 0:00,12323.73,12323.73,0
INV01406,SR001,CUST035,20/4/2024 0:00,20/5/2024 0:00,5546.51,0,5546.51
INV01419,SR001,CUST089,25/11/2024 0:00,25/12/2024 0:00,24397.55,12198.78,12198.77
INV01420,SR001,CUST073,11/2/2024 0:00,11/4/2024 0:00,14552.3,0,14552.3
INV01421,SR001,CUST068,3/2/2024 0:00,4/3/2024 0:00,8870.21,2217.55,6652.66
INV01435,SR001,CUST076,26/4/2023 0:00,10/6/2023 0:00,19531.56,14648.67,4882.89
INV01462,SR001,CUST114,25/6/2024 0:00,24/8/2024 0:00,15214.29,0,15214.29
INV01477,SR001,CUST109,12/3/2025 0:00,11/4/2025 0:00,8693.84,0,8693.84
INV01479,SR001,CUST006,18/2/2024 0:00,18/4/2024 0:00,5340.12,0,5340.12
INV01481,SR001,CUST019,7/7/2023 0:00,5/9/2023 0:00,5051.54,2525.77,2525.77
INV01485,SR001,CUST097,25/12/2025 0:00,8/2/2026 0:00,11224.06,2806.02,8418.04
INV01489,SR001,CUST041,18/11/2023 0:00,2/1/2024 0:00,23355.26,0,23355.26
INV01493,SR001,CUST089,21/4/2023 0:00,20/6/2023 0:00,18559.74,0,18559.74
INV00001,SR025,CUST033,7/1/2023 0:00,8/3/2023 0:00,21082.65,5270.66,15811.99
INV00002,SR025,CUST033,13/5/2023 0:00,12/6/2023 0:00,24741.55,0,24741.55
INV00003,SR025,CUST061,10/7/2024 0:00,8/9/2024 0:00,22293.22,22293.22,0
INV00007,SR025,CUST012,18/6/2024 0:00,2/8/2024 0:00,18670.22,4667.56,14002.66
INV00010,SR025,CUST033,29/12/2023 0:00,28/1/2024 0:00,21036.65,0,21036.65
INV00017,SR025,CUST012,26/12/2023 0:00,24/2/2024 0:00,3587.05,1793.52,1793.53
INV00028,SR025,CUST093,20/9/2025 0:00,4/11/2025 0:00,16710.85,0,16710.85
INV00032,SR025,CUST034,15/9/2025 0:00,30/10/2025 0:00,7326.76,0,7326.76
INV00034,SR025,CUST105,4/7/2025 0:00,3/8/2025 0:00,4979.53,0,4979.53
INV00053,SR025,CUST099,5/8/2025 0:00,4/9/2025 0:00,6616.89,6616.89,0
INV00055,SR025,CUST099,4/4/2024 0:00,19/5/2024 0:00,516.01,258,258.01
INV00058,SR025,CUST082,25/6/2025 0:00,25/7/2025 0:00,15869.56,15869.56,0
INV00059,SR025,CUST113,22/11/2025 0:00,21/1/2026 0:00,18881.51,9440.75,9440.76
INV00060,SR025,CUST103,28/5/2025 0:00,12/7/2025 0:00,4225.19,2112.59,2112.6
